candidate_phrase,normalized_phrase,query,occurrence_count,source_count,evidence_id,source_id,source_title,author,page_number,heading,matched_raw_terms,matched_registered_terms,proximity_reason,first_seen_at,status
law as husband,law as husband,live under law,1,1,ANF_09_EVID_00890_BODY_01,ANF_09,"ANF09. The Gospel of Peter, The Diatessaron of Tatian, The Apocalypse of Peter, the Vision of Paul, The Apocalypse of the Virgin and Sedrach, The Testament of Abraham, The Acts of Xanthippe and Polyxena, The Narrative of Zosimus, The Apology of Aristides, The Epistles of Clement (complete text), Origen’s Commentary on John, Books 1–10, and Commentary on Matthew, Books 1, 2, and 10–14.",Origen,890,Why Jesus Called Them an Adulterous Generation. The Law as Husband.,law; live,law,live~law in body (11),2026-09-04T17:19:48.899911+00:00,pending
law ascribes,law ascribes,live under law,1,1,JOHN_OWEN_TRUTHINNOCENCE_EVID_00057_BODY_01,JOHN_OWEN_TRUTHINNOCENCE,Truth and Innocence Vindicated,John Owen,57,A Survey of the First Chapter. Inconsistent expressions of Parker in regard to the power of the magistrate and the rights of conscience — The design of his discourse to prove the magistrate’s authority to govern the consciences of his subjects in affairs of religion — This doctrine inconsistent with British law — Ascribes more power to the magistrate than to Christ — Contrary to the history of the royal prerogative — Alleged necessity of the principle to public peace and order — Evils alleged to spring from liberty of conscience — The principle of Parker no real preventive to these evils — Various pleas refuted.,law; live,law,live~law in body (33),2026-09-04T17:19:48.899911+00:00,pending
law ascribes more,law ascribes more,live under law,1,1,JOHN_OWEN_TRUTHINNOCENCE_EVID_00057_BODY_01,JOHN_OWEN_TRUTHINNOCENCE,Truth and Innocence Vindicated,John Owen,57,A Survey of the First Chapter. Inconsistent expressions of Parker in regard to the power of the magistrate and the rights of conscience — The design of his discourse to prove the magistrate’s authority to govern the consciences of his subjects in affairs of religion — This doctrine inconsistent with British law — Ascribes more power to the magistrate than to Christ — Contrary to the history of the royal prerogative — Alleged necessity of the principle to public peace and order — Evils alleged to spring from liberty of conscience — The principle of Parker no real preventive to these evils — Various pleas refuted.,law; live,law,live~law in body (33),2026-09-04T17:19:48.899911+00:00,pending
law but,law but,live under law,1,1,NPNF1_05_EVID_00779_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,779,"The Righteous Men Who Lived in the Time of the Law Were for All that Not Under the Law, But Under Grace. The Grace of the New Testament Hidden Under the Old.",law; live,law,live~law in heading (20); live~law in body (20),2026-09-04T17:19:48.899911+00:00,pending
law but under,law but under,live under law,1,1,NPNF1_05_EVID_00779_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,779,"The Righteous Men Who Lived in the Time of the Law Were for All that Not Under the Law, But Under Grace. The Grace of the New Testament Hidden Under the Old.",law; live,law,live~law in heading (20); live~law in body (20),2026-09-04T17:19:48.899911+00:00,pending
law but under grace,law but under grace,live under law,1,1,NPNF1_05_EVID_00779_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,779,"The Righteous Men Who Lived in the Time of the Law Were for All that Not Under the Law, But Under Grace. The Grace of the New Testament Hidden Under the Old.",law; live,law,live~law in heading (20); live~law in body (20),2026-09-04T17:19:48.899911+00:00,pending
law i,law i,live under law,1,1,LUTHER_GALATIANS_EVID_00053_BODY_01,LUTHER_GALATIANS,A Commentary on St. Paul's Epistle to the Galatians,Martin Luther,53,Galatians 2,law; live,law,live~law in body (11),2026-09-04T17:19:48.899911+00:00,pending
law in,law in,live under law,1,1,JOHN_OWEN_INDWELLINGSIN_EVID_00020_BODY_01,JOHN_OWEN_INDWELLINGSIN,"The Nature, Power, Deceit, and Prevelancy of the Remainders of Indwelling Sin in Believers",John Owen,20,Chapter II. Indwelling sin a law — In what sense it is so called — What kind of law it is — An inward effective principle called a law — The power of sin thence evinced.,law; live,law,live~law in body (18),2026-09-04T17:19:48.899911+00:00,pending
law of christ,law of christ,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS49_EVID_00236_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS49,Spurgeon's Sermons Volume 49: 1903,Charles Haddon Spurgeon,236,Sermon 2831. Burden-bearing,law; live,law,live~law in body (1),2026-09-04T17:19:48.899911+00:00,pending
law of god,law of god,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS49_EVID_00236_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS49,Spurgeon's Sermons Volume 49: 1903,Charles Haddon Spurgeon,236,Sermon 2831. Burden-bearing,law; live,law,live~law in body (1),2026-09-04T17:19:48.899911+00:00,pending
law sermon,law sermon,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS22_EVID_00696_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS22,Spurgeon's Sermons Volume 22: 1876,Charles Haddon Spurgeon,696,Sermon 1325. Christ the End of the Law,law; live,law,live~law in body (2),2026-09-04T17:19:48.899911+00:00,pending
law sermon 1325,law sermon 1325,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS22_EVID_00696_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS22,Spurgeon's Sermons Volume 22: 1876,Charles Haddon Spurgeon,696,Sermon 1325. Christ the End of the Law,law; live,law,live~law in body (2),2026-09-04T17:19:48.899911+00:00,pending
law sermon 1325 christ,law sermon 1325 christ,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS22_EVID_00696_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS22,Spurgeon's Sermons Volume 22: 1876,Charles Haddon Spurgeon,696,Sermon 1325. Christ the End of the Law,law; live,law,live~law in body (2),2026-09-04T17:19:48.899911+00:00,pending
law than to live,law than to live,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS55_EVID_00289_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS55,Spurgeon's Sermons Volume 55: 1909,Charles Haddon Spurgeon,289,Sermon 3148. Christ's Ambassadors,law; live,law,live~law in body (9),2026-09-04T17:19:48.899911+00:00,pending
law the works,law the works,live under law,1,1,NPNF2_11_EVID_01373_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,1373,Chapter XXXIII. Of the fact that the precepts of the gospel are milder than those of the law.,law; live,law,live~law in body (11),2026-09-04T17:19:48.899911+00:00,pending
law the works of,law the works of,live under law,1,1,NPNF2_11_EVID_01373_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,1373,Chapter XXXIII. Of the fact that the precepts of the gospel are milder than those of the law.,law; live,law,live~law in body (11),2026-09-04T17:19:48.899911+00:00,pending
law was,law was,live under law,1,1,AQUINAS_SUMMA_EVID_02491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,2491,Article. 1 - Whether the Old Law was good?,law; live,law,live~law in body (9),2026-09-04T17:19:48.899911+00:00,pending
law was good,law was good,live under law,1,1,AQUINAS_SUMMA_EVID_02491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,2491,Article. 1 - Whether the Old Law was good?,law; live,law,live~law in body (9),2026-09-04T17:19:48.899911+00:00,pending
law were,law were,live under law,1,1,NPNF1_05_EVID_00779_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,779,"The Righteous Men Who Lived in the Time of the Law Were for All that Not Under the Law, But Under Grace. The Grace of the New Testament Hidden Under the Old.",law; live,law,live~law in heading (20); live~law in body (20),2026-09-04T17:19:48.899911+00:00,pending
law were for,law were for,live under law,1,1,NPNF1_05_EVID_00779_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,779,"The Righteous Men Who Lived in the Time of the Law Were for All that Not Under the Law, But Under Grace. The Grace of the New Testament Hidden Under the Old.",law; live,law,live~law in heading (20); live~law in body (20),2026-09-04T17:19:48.899911+00:00,pending
law written,law written,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS28_EVID_00639_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS28,Spurgeon's Sermons Volume 28: 1882,Charles Haddon Spurgeon,639,Sermon 1687. The Law Written in the Heart,law; live,law,live~law in body (90),2026-09-04T17:19:48.899911+00:00,pending
law written in,law written in,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS28_EVID_00639_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS28,Spurgeon's Sermons Volume 28: 1882,Charles Haddon Spurgeon,639,Sermon 1687. The Law Written in the Heart,law; live,law,live~law in body (90),2026-09-04T17:19:48.899911+00:00,pending
law written in the,law written in the,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS28_EVID_00639_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS28,Spurgeon's Sermons Volume 28: 1882,Charles Haddon Spurgeon,639,Sermon 1687. The Law Written in the Heart,law; live,law,live~law in body (90),2026-09-04T17:19:48.899911+00:00,pending
laws is,laws is,live under law,1,1,AQUINAS_SUMMA_EVID_02468_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,2468,Article. 4 - Whether Isidore's division of human laws is appropriate?,law; live,law,live~law in body (35),2026-09-04T17:19:48.899911+00:00,pending
live in,live in,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS55_EVID_00289_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS55,Spurgeon's Sermons Volume 55: 1909,Charles Haddon Spurgeon,289,Sermon 3148. Christ's Ambassadors,law; live,law,live~law in body (9),2026-09-04T17:19:48.899911+00:00,pending
live in any,live in any,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS55_EVID_00289_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS55,Spurgeon's Sermons Volume 55: 1909,Charles Haddon Spurgeon,289,Sermon 3148. Christ's Ambassadors,law; live,law,live~law in body (9),2026-09-04T17:19:48.899911+00:00,pending
live where,live where,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS55_EVID_00289_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS55,Spurgeon's Sermons Volume 55: 1909,Charles Haddon Spurgeon,289,Sermon 3148. Christ's Ambassadors,law; live,law,live~law in body (9),2026-09-04T17:19:48.899911+00:00,pending
lived before the law,lived before the law,live under law,1,1,NPNF1_05_EVID_00734_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,734,Grace Placed by Pelagius in the Remission of Sins and the Example of Christ.,law; live,law,live~law in body (11),2026-09-04T17:19:48.899911+00:00,pending
living under the law,living under the law,live under law,1,1,NPNF2_11_EVID_01373_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,1373,Chapter XXXIII. Of the fact that the precepts of the gospel are milder than those of the law.,law; live,law,live~law in body (11),2026-09-04T17:19:48.899911+00:00,pending
love's law,love's law,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS32_EVID_00684_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS32,Spurgeon's Sermons Volume 32: 1886,Charles Haddon Spurgeon,684,Sermon 1932. Love's Law and Life,law; live,law,live~law in body (115),2026-09-04T17:19:48.899911+00:00,pending
love's law and,love's law and,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS32_EVID_00684_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS32,Spurgeon's Sermons Volume 32: 1886,Charles Haddon Spurgeon,684,Sermon 1932. Love's Law and Life,law; live,law,live~law in body (115),2026-09-04T17:19:48.899911+00:00,pending
love's law and life,love's law and life,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS32_EVID_00684_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS32,Spurgeon's Sermons Volume 32: 1886,Charles Haddon Spurgeon,684,Sermon 1932. Love's Law and Life,law; live,law,live~law in body (115),2026-09-04T17:19:48.899911+00:00,pending
not still under law,not still under law,live under law,1,1,NPNF1_05_EVID_01103_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1103,"That the Apostle is Speaking in His Own Person and that of Others Who Are Under Grace, Not Still Under Law.",law,law,,2026-09-04T17:19:48.899911+00:00,pending
not still under law a,not still under law a,live under law,1,1,NPNF1_05_EVID_01103_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1103,"That the Apostle is Speaking in His Own Person and that of Others Who Are Under Grace, Not Still Under Law.",law,law,,2026-09-04T17:19:48.899911+00:00,pending
of human law,of human law,live under law,1,1,AQUINAS_SUMMA_EVID_02468_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,2468,Article. 4 - Whether Isidore's division of human laws is appropriate?,law; live,law,live~law in body (35),2026-09-04T17:19:48.899911+00:00,pending
of human laws,of human laws,live under law,1,1,AQUINAS_SUMMA_EVID_02468_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,2468,Article. 4 - Whether Isidore's division of human laws is appropriate?,law; live,law,live~law in body (35),2026-09-04T17:19:48.899911+00:00,pending
of the law sermon,of the law sermon,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS22_EVID_00696_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS22,Spurgeon's Sermons Volume 22: 1876,Charles Haddon Spurgeon,696,Sermon 1325. Christ the End of the Law,law; live,law,live~law in body (2),2026-09-04T17:19:48.899911+00:00,pending
of the law sermon 1325,of the law sermon 1325,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS22_EVID_00696_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS22,Spurgeon's Sermons Volume 22: 1876,Charles Haddon Spurgeon,696,Sermon 1325. Christ the End of the Law,law; live,law,live~law in body (2),2026-09-04T17:19:48.899911+00:00,pending
of the law the works,of the law the works,live under law,1,1,NPNF2_11_EVID_01373_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,1373,Chapter XXXIII. Of the fact that the precepts of the gospel are milder than those of the law.,law; live,law,live~law in body (11),2026-09-04T17:19:48.899911+00:00,pending
old law,old law,live under law,1,1,AQUINAS_SUMMA_EVID_02491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,2491,Article. 1 - Whether the Old Law was good?,law; live,law,live~law in body (9),2026-09-04T17:19:48.899911+00:00,pending
old law was,old law was,live under law,1,1,AQUINAS_SUMMA_EVID_02491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,2491,Article. 1 - Whether the Old Law was good?,law; live,law,live~law in body (9),2026-09-04T17:19:48.899911+00:00,pending
old law was good,old law was good,live under law,1,1,AQUINAS_SUMMA_EVID_02491_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,2491,Article. 1 - Whether the Old Law was good?,law; live,law,live~law in body (9),2026-09-04T17:19:48.899911+00:00,pending
sermon 1932 love's law,sermon 1932 love's law,live under law,1,1,CHARLES_HADDON_SPURGEON_SERMONS32_EVID_00684_BODY_01,CHARLES_HADDON_SPURGEON_SERMONS32,Spurgeon's Sermons Volume 32: 1886,Charles Haddon Spurgeon,684,Sermon 1932. Love's Law and Life,law; live,law,live~law in body (115),2026-09-04T17:19:48.899911+00:00,pending
still under law,still under law,live under law,1,1,NPNF1_05_EVID_01103_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1103,"That the Apostle is Speaking in His Own Person and that of Others Who Are Under Grace, Not Still Under Law.",law,law,,2026-09-04T17:19:48.899911+00:00,pending
still under law a,still under law a,live under law,1,1,NPNF1_05_EVID_01103_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1103,"That the Apostle is Speaking in His Own Person and that of Others Who Are Under Grace, Not Still Under Law.",law,law,,2026-09-04T17:19:48.899911+00:00,pending
still under law a treatise,still under law a treatise,live under law,1,1,NPNF1_05_EVID_01103_BODY_01,NPNF1_05,NPNF1-05. St. Augustine: Anti-Pelagian Writings,Augustine of Hippo,1103,"That the Apostle is Speaking in His Own Person and that of Others Who Are Under Grace, Not Still Under Law.",law,law,,2026-09-04T17:19:48.899911+00:00,pending
